Title,Genre,Rating,Rating Count,Review Data
Veera Sivaji,"Action, Comedy, Romance",3.5,2,"Veera Sivaji is an upcoming Tamil action film directed by Ganesh Vinayak, starring Vikram Prabhu and Shamili in the leading roles. The film began production during July 2015 and will release in 2016."
Viruthagiri,"Action, Crime",6,2,"Virudhagiri, the upright honest police officer, helps Scotland Yard police in thwarting  a murder bid on the British Prime Minister. He returns to Chennai and comes to know of the troubles and violent attacks faced by Indian students in Australia. Meanwhile, his friend's daughter goes to Australia for studies and disappears. Now Viruthagiri has double task - rescue her and end the menace forever. He sets off to Sydney & How he achieves the mission is the rest."
Sundhara Travels,"Comedy, Romance, Action, Drama",4.5,1,"Sundhara Travels is a 2002 Tamil film directed by Thaha. The film stars Murali - Gopikrishna, Vadivelu - Azhagu, Radha - Gayathri and P. Vasu - Gayathri"
Charlie Chaplin,Comedy,6,1,"Charlie Chaplin is a 2002 Tamil film directed by Sakthi Chidambaram. The film stars Prabhu Ganesan, Prabhu Deva, Abhirami and Gayathri Raghuraman in lead roles."
Seththumaan,Drama,8,1,"Poochi, lives with his grandson, Kumaresan in a small hut on his landlord, Vellaiyan’s land. Kumaresan’s parents were killed in a caste riot a few years ago and is now being taken care by Poochi. Poochi has big dreams for Kumaresan and does all kinds of work to save money to get Kumaresan into a Private school as he currently studies in a government run school. Vellaiyan is a well-known landlord of the region is on the constant lookout to eat Pork, though his wife and others are disgusted about this fact."
Vathiyar,"Drama, Action",4.8,2,"Dorai (Arjun) is a do-gooder don. But a police force led by ACP Easwara Pandian (Prakash Raj) and his sidekick (Sathyan) are after him. However, the poor need him as he is a Good Samaritan running an orphanage. He has help from his friends (Manivannan and Vadivelu). But Dorai has a problem. His mother (Sujatha) doesn’t approve of his ways. She feels that he is just a loutish goon. There is also Anjali (Mallika Kapoor), a TV journo, who is in love with Dorai because of his dare devil ways. Dorai has a past too. He was just an honest-to-goodness school teacher, who ends up as the deathly Dorai after a fire ravages a school and kills several children. The incident forces him to take on the system of venal officials and politics. Now, Dorai’s biggest task is to nip a dark and dire politician who wants to bomb the city. The rest, as they, is all cinematic clichés."
Hostel,"Comedy, Drama",2,1,"A girl gets trapped inside a boys' hostel, which is under surveillance of a strict warden. Why has she entered the place and what happens next?"
Mariyadhai,Family,5,1,"Mariyadhai a family drama movie cast three heroines Ambika, Meera Jasmine and Meena with Vijayakanth in dual roles."
Bale Pandiya,Comedy,5,4,"Pandian is a young man, looking for something positive to occur in his life. After failing in every attempt to find a job and make a life for himself, he gets branded as a complete loser and a jinx.Unsuccessful in getting a job, failed in love and heavily in debt"
Driver Jamuna,"Action, Thriller",5.3,3,"Jamuna, a cab driver, finds herself in trouble when three contract killers get in for a ride. Can she save herself from this horrific situation?"
Thirudan Police,"Comedy, Romance, Family",4.9,7,"Vishwa, an idler, gets the job of his constable father after the latter is killed during a police operation. Will Vishwa, who is glad that his father is dead, go after his dad's murderers?"
Yennanga Sir Unga Sattam,"Drama, Comedy",7,2,A youngster wants to get by in life without putting in any work. Two interviews that happen in different places shine a light on the caste and class differences in our society.
Thanni Vandi,"Comedy, Romance",0,0,A tale of a man with drinking issues and also happens to own a water truck and the humorous clash between him and a newly appointed District Revenue Officer.
Nethraa,"Drama, Thriller",0,1,"A young woman moves to Canada with her boyfriend to get married with the help of her friend, but finds herself trapped in a web of lies and deciet."
Zombie,"Comedy, Horror",0,0,A group of individuals are trapped in a resort where there's a zombie outbreak. Can they get out of the place alive?
Kadha Solla Porom,"Drama, Family",5,3,"A couple finds their child missing and the woman who stole the baby goes into coma. Eight years later, four kids from an orphanage go to a summer camp. And one of them is the lost baby!"
Pettikadai,Drama,0,0,A young doctor decides to help the small traders of a village who are financially affected by the presence of an online supermarket.
Julie Ganapathi,Horror,7.5,2,"Tenkasi, the creator of a hit television show, finds himself in the house of Julie, a fan, after an accident. However, she reveals herself to be emotionally unstable and potentially dangerous."
Genius,Drama,4,1,"Pressured by his dad since childhood and by his boss at work, a man has a breakdown, but finds his rehabilitation at the unlikeliest of places."
Richie,"Action, Crime, Drama",4.1,7,"A journalist sets out to uncover the truth behind an incident, through the perspectives of different people, unraveling how they and their lives are intertwined with it."
Maayanadhi,"Drama, Family",4,2,"A doting father and her daughter, who aspires to become a doctor."
Kombu Vatcha Singamda,"Drama, Action",7,1,"Six friends, who follow Periyaar's ideologies, fall prey to the local caste politics that happens in their hometown. Who is the reason behind this and what happens after?"
Vatthikuchi,"Action, Thriller",6.5,8,A share auto-driver gets entangled in a plot where 3 criminals want him dead.
Netrikann,Thriller,6.1,7,A cat-and-mouse game engages between a blind woman and a serial killer when the former becomes the witness of a kidnap performed by the latter.
Om Shanthi Om,"Horror, Drama",6.3,4,"A young man recovers from an accident and finds five people following him everywhere. When he confronts them, they tell him that they will leave him in peace once he fulfills their wishes. As he starts doing so, he learns why they are after him."
Aarohanam,Drama,8.5,2,"Every cloud has a silver lining and Aarohanam showcases the brighter side of a mental disorder, along with all the trials and turbulence of such a life. In an age where the morbidity of poverty has been vehemently publicized, this film strives to unassumingly uncover the true essence of Indian culture while offering a raw and intimate experience of family and community life in the Indian slums."
Bow Bow,Drama,0,0,"Sanju, a little boy, adopts different methods to train his lazy dog. His world, however, comes crashing down when he loses the dog."
Aethiree,"Action, Comedy",6,2,"Subramani poses as a criminal to evict bachelor tenants from a Brahmin's house, but ends up helping one of them to kidnap his lover from her marriage. However, he faces trouble when he kidnaps the wrong girl."
Irumban,"Action, Drama",0,0,"Office, who belongs to hunter tribe, falls in love with Jain girl Mahima, whose life ambition is to become Nun. Office's friends kidnap Mahima into sea, to help their friend's Love. The Boat journey becomes adventurous and romantic and later dangerous due to goons with mission to eliminate office and his friends."
Brahma.com,"Fantasy, Action, Comedy",3,1,The lives of two brothers become a mess when their identities get swapped due to a supernatural power.
Yevanavan,"Thriller, Crime",7.3,3,"Akhil shoots his girlfriend Nayana on camera while she is taking bath. Nayana finds about it and gets furious. Though Akhil deletes the video immediately, he later recovers it with the help of a recovery software as he wants to enjoy Nayana taking bath. The mobile gets lost and it travels via many pairs of hands. Finally Saran, a software professional, gets it. Akhil traces it and asks Saran to give back his mobile; Saran, who know about the bathing video contained in the mobile phone, puts a few demands to give it back. He wants Akhil to do certain things. What are the things demanded by Saran? Could Akhil do them and get his mobile back? Does Nayana know all these things? What happened to the love? Watch the movie to know the answers."
Raa Raa,"Comedy, Drama, Romance",0,0,"Royapuram to Royapettai (Raa raa) is a simplistic love story about two people with background that is so disparate, it’s seemingly impossible for them to unite in marriage."
Rathasaatchi,"Drama, History",7,1,"When a young Naxal Revolutionary (Activist) and a Policeman, from contrasting walks of life, meet at a point, it creates an extraordinary moment. An important question is being asked, which turnarounds the whole perspective."
Azhagiya Theeye,"Drama, Romance, Comedy",8.5,2,Azhagiya Theeye movie revolves around Chandran (Prasanna) is approached by a girl Nandhini (Navya Nair) to break her proposed marriage with a software engineer Aravind (Prakash Raj) from USA. She is forced by her father who is a thug (Pyramid Natarajan) to marry this guy. Later Chandran hatches a plan by which he meets Aravind at a restaurant and tells him that Nandhini is madly in love with him.
